event_id,session_id,user_id,timestamp,amount,quantity,category,merchant,merchant_known,declared_max_amount,declared_max_qty,hist_avg_amount,amount_dev_ratio,category_matches_home,tool_calls_in_session,session_duration_s,retry_count,hour_of_day,idempotency_key,scenario_label,is_violation
sess_002766_a4,sess_002766,138,2026-04-27T03:54:05,2470.47,1,books,merchant_058,0,10238.93,2,2037.5,1.212,1,5,312,1,3,sess_002766_4,legit,0
sess_002767_a0,sess_002767,138,2026-02-24T18:43:13,2729.38,1,books,merchant_001,1,10238.93,2,2037.5,1.34,1,2,439,1,18,sess_002767_0,legit,0
sess_002768_a0,sess_002768,138,2026-02-12T17:36:59,1123.84,1,books,merchant_013,1,10238.93,2,2037.5,0.552,1,3,586,0,17,sess_002768_0,legit,0
sess_002768_a1,sess_002768,138,2026-02-12T17:41:40,1683.03,1,groceries,merchant_015,0,10238.93,2,2037.5,0.826,0,5,329,0,17,sess_002768_1,legit,0
sess_002769_a0,sess_002769,138,2026-06-12T23:55:18,1518.49,1,books,merchant_042,0,10238.93,2,2037.5,0.745,1,5,519,0,23,sess_002769_0,legit,0
sess_002769_a1,sess_002769,138,2026-06-12T23:49:48,761.46,1,books,merchant_040,1,10238.93,2,2037.5,0.374,1,2,512,0,23,sess_002769_1,legit,0
sess_002769_a2,sess_002769,138,2026-06-12T23:48:36,1181.86,1,books,merchant_047,0,10238.93,2,2037.5,0.58,1,2,150,1,23,sess_002769_2,legit,0
sess_002769_a3,sess_002769,138,2026-06-13T00:07:28,2112.23,1,fashion,merchant_013,1,10238.93,2,2037.5,1.037,0,5,391,1,0,sess_002769_3,legit,0
sess_002769_a4,sess_002769,138,2026-06-13T00:28:15,1865.04,1,books,merchant_043,1,10238.93,2,2037.5,0.915,1,3,194,0,0,sess_002769_4,legit,0
sess_002770_a0,sess_002770,138,2026-05-04T06:29:15,1941.61,1,books,merchant_044,1,10238.93,2,2037.5,0.953,1,3,476,1,6,sess_002770_0,legit,0
sess_002770_a1,sess_002770,138,2026-05-04T06:20:32,1761.02,1,books,merchant_013,1,10238.93,2,2037.5,0.864,1,5,471,1,6,sess_002770_1,legit,0
sess_002770_a2,sess_002770,138,2026-05-04T06:34:21,576.11,1,books,merchant_043,1,10238.93,2,2037.5,0.283,1,5,577,1,6,sess_002770_2,legit,0
sess_002770_a3,sess_002770,138,2026-05-04T06:22:08,1598.77,1,books,merchant_055,1,10238.93,2,2037.5,0.785,1,2,410,0,6,sess_002770_3,legit,0
sess_002770_a4,sess_002770,138,2026-05-04T06:47:55,2667.82,1,books,merchant_013,1,10238.93,2,2037.5,1.309,1,2,307,1,6,sess_002770_4,legit,0
sess_002771_a0,sess_002771,138,2026-01-11T19:17:34,1496.71,1,travel,merchant_044,1,10238.93,2,2037.5,0.735,0,4,285,0,19,sess_002771_0,legit,0
sess_002771_a1,sess_002771,138,2026-01-11T19:23:38,1906.09,1,books,merchant_003,0,10238.93,2,2037.5,0.936,1,3,28,0,19,sess_002771_1,legit,0
sess_002772_a0,sess_002772,138,2026-05-03T18:25:57,21235.28,1,books,merchant_055,1,10238.93,2,2037.5,10.422,1,3,537,0,18,sess_002772_0,amount_manipulation,1
sess_002772_a1,sess_002772,138,2026-05-03T18:27:18,1850.97,1,groceries,merchant_055,1,10238.93,2,2037.5,0.908,0,4,305,0,18,sess_002772_1,legit,0
sess_002772_a2,sess_002772,138,2026-05-03T18:28:24,771.68,1,books,merchant_043,1,10238.93,2,2037.5,0.379,1,4,152,0,18,sess_002772_2,legit,0
sess_002773_a0,sess_002773,138,2026-01-07T20:44:46,2417.15,1,books,merchant_047,0,10238.93,2,2037.5,1.186,1,5,268,1,20,sess_002773_0,merchant_substitution,1
sess_002773_a1,sess_002773,138,2026-01-07T21:00:26,4091.91,1,books,merchant_006,1,10238.93,2,2037.5,2.008,1,4,302,1,21,sess_002773_1,legit,0
sess_002773_a2,sess_002773,138,2026-01-07T21:06:39,1962.68,1,books,merchant_040,1,10238.93,2,2037.5,0.963,1,4,73,0,21,sess_002773_2,legit,0
sess_002774_a0,sess_002774,138,2026-07-14T19:28:50,2072.73,1,books,merchant_026,0,10238.93,2,2037.5,1.017,1,5,568,0,19,sess_002774_0,legit,0
sess_002774_a1,sess_002774,138,2026-07-14T19:42:56,1868.16,1,books,merchant_055,1,10238.93,2,2037.5,0.917,1,3,165,1,19,sess_002774_1,legit,0
sess_002775_a0,sess_002775,138,2026-06-02T09:33:25,1152.32,1,books,merchant_043,1,10238.93,2,2037.5,0.566,1,2,505,1,9,sess_002775_0,legit,0
sess_002775_a1,sess_002775,138,2026-06-02T09:30:18,3178.06,1,books,merchant_029,0,10238.93,2,2037.5,1.56,1,5,463,0,9,sess_002775_1,legit,0
sess_002775_a2,sess_002775,138,2026-06-02T09:32:27,1943.59,1,books,merchant_040,1,10238.93,2,2037.5,0.954,1,2,234,0,9,sess_002775_2,legit,0
sess_002776_a0,sess_002776,138,2026-01-02T21:44:52,2143.91,1,books,merchant_051,0,10238.93,2,2037.5,1.052,1,5,428,1,21,sess_002776_0,legit,0
sess_002776_a1,sess_002776,138,2026-01-02T21:45:50,1872.46,1,books,merchant_001,1,10238.93,2,2037.5,0.919,1,4,158,0,21,sess_002776_1,legit,0
sess_002776_a2,sess_002776,138,2026-01-02T21:54:42,1892.88,1,books,merchant_053,0,10238.93,2,2037.5,0.929,1,5,252,1,21,sess_002776_2,legit,0
sess_002776_a3,sess_002776,138,2026-01-02T22:00:24,2253.0,1,books,merchant_040,1,10238.93,2,2037.5,1.106,1,4,436,1,22,sess_002776_3,legit,0
sess_002776_a4,sess_002776,138,2026-01-02T22:10:30,1866.09,1,books,merchant_043,1,10238.93,2,2037.5,0.916,1,4,242,0,22,sess_002776_4,legit,0
sess_002777_a0,sess_002777,138,2026-07-08T13:27:02,2829.35,1,books,merchant_040,1,10238.93,2,2037.5,1.389,1,5,253,0,13,sess_002777_0,legit,0
sess_002777_a1,sess_002777,138,2026-07-08T13:29:34,2334.86,1,books,merchant_046,0,10238.93,2,2037.5,1.146,1,4,119,0,13,sess_002777_1,legit,0
sess_002777_a2,sess_002777,138,2026-07-08T13:39:12,2385.56,1,fashion,merchant_043,1,10238.93,2,2037.5,1.171,0,5,227,1,13,sess_002777_2,legit,0
sess_002777_a3,sess_002777,138,2026-07-08T13:22:04,1262.54,1,books,merchant_013,1,10238.93,2,2037.5,0.62,1,2,182,0,13,sess_002777_3,legit,0
sess_002778_a0,sess_002778,138,2026-06-28T16:22:19,2199.0,1,books,merchant_040,1,10238.93,2,2037.5,1.079,1,5,293,1,16,sess_002778_0,legit,0
sess_002778_a1,sess_002778,138,2026-06-28T16:17:34,1707.9,1,books,merchant_006,1,10238.93,2,2037.5,0.838,1,2,300,1,16,sess_002778_1,legit,0
sess_002779_a0,sess_002779,138,2026-01-03T16:22:01,1806.01,1,books,merchant_055,1,10238.93,2,2037.5,0.886,1,5,461,0,16,sess_002779_0,legit,0
sess_002779_a1,sess_002779,138,2026-01-03T16:27:30,1274.01,1,books,merchant_055,1,10238.93,2,2037.5,0.625,1,2,106,0,16,sess_002779_1,legit,0
sess_002779_a2,sess_002779,138,2026-01-03T16:43:30,1733.67,1,books,merchant_024,0,10238.93,2,2037.5,0.851,1,2,577,0,16,sess_002779_2,legit,0
sess_002779_a3,sess_002779,138,2026-01-03T16:23:48,2810.04,1,books,merchant_006,1,10238.93,2,2037.5,1.379,1,5,22,1,16,sess_002779_3,legit,0
sess_002779_a4,sess_002779,138,2026-01-03T16:55:55,752.22,1,books,merchant_055,1,10238.93,2,2037.5,0.369,1,3,587,0,16,sess_002779_4,legit,0
sess_002780_a0,sess_002780,138,2026-03-13T03:28:27,1707.34,1,books,merchant_004,0,10238.93,2,2037.5,0.838,1,3,411,1,3,sess_002780_0,legit,0
sess_002781_a0,sess_002781,139,2026-06-26T13:22:41,2590.15,1,books,merchant_017,1,18479.47,3,2047.82,1.265,1,5,74,1,13,sess_002781_0,legit,0
sess_002781_a1,sess_002781,139,2026-06-26T13:29:24,809.04,1,books,merchant_021,1,18479.47,3,2047.82,0.395,1,3,37,0,13,sess_002781_1,legit,0
sess_002781_a2,sess_002781,139,2026-06-26T13:18:21,2455.01,1,books,merchant_021,1,18479.47,3,2047.82,1.199,1,3,370,0,13,sess_002781_2,legit,0
sess_002781_a3,sess_002781,139,2026-06-26T13:25:40,2177.41,1,electronics,merchant_024,1,18479.47,3,2047.82,1.063,0,2,283,1,13,sess_002781_3,legit,0
sess_002781_a4,sess_002781,139,2026-06-26T13:45:40,1199.67,1,books,merchant_021,1,18479.47,3,2047.82,0.586,1,2,179,1,13,sess_002781_4,legit,0
sess_002782_a0,sess_002782,139,2026-04-25T07:03:10,2799.09,1,books,merchant_017,1,18479.47,3,2047.82,1.367,1,4,458,0,7,sess_002782_0,legit,0
sess_002782_a1,sess_002782,139,2026-04-25T06:58:58,1015.92,1,books,merchant_017,1,18479.47,3,2047.82,0.496,1,2,430,0,6,sess_002782_1,legit,0
sess_002782_a2,sess_002782,139,2026-04-25T07:13:24,3943.76,1,books,merchant_021,1,18479.47,3,2047.82,1.926,1,3,582,0,7,sess_002782_2,legit,0
sess_002783_a0,sess_002783,139,2026-06-16T19:47:05,1274.18,1,travel,merchant_024,1,18479.47,3,2047.82,0.622,0,2,79,1,19,sess_002783_0,legit,0
sess_002783_a1,sess_002783,139,2026-06-16T19:53:40,3673.21,1,books,merchant_021,1,18479.47,3,2047.82,1.794,1,4,249,1,19,sess_002783_1,legit,0
sess_002783_a2,sess_002783,139,2026-06-16T19:47:39,2044.35,1,books,merchant_021,1,18479.47,3,2047.82,0.998,1,5,39,1,19,sess_002783_2,legit,0
sess_002784_a0,sess_002784,139,2026-05-08T16:52:13,2198.23,1,books,merchant_056,0,18479.47,3,2047.82,1.073,1,13,31,1,16,sess_002784_0,velocity_abuse,1
sess_002784_a1,sess_002784,139,2026-05-08T16:59:32,23002.19,1,books,merchant_021,1,18479.47,3,2047.82,11.233,1,5,400,0,16,sess_002784_1,amount_manipulation,1
sess_002784_a2,sess_002784,139,2026-05-08T17:06:33,3175.99,1,books,merchant_024,1,18479.47,3,2047.82,1.551,1,3,309,1,17,sess_002784_0,replay,1
sess_002784_a3,sess_002784,139,2026-05-08T16:59:44,31278.17,1,books,merchant_024,1,18479.47,3,2047.82,15.274,1,3,407,1,16,sess_002784_3,amount_manipulation,1
sess_002784_a4,sess_002784,139,2026-05-08T17:41:40,2432.12,1,books,merchant_017,1,18479.47,3,2047.82,1.188,1,4,424,3,17,sess_002784_0,replay,1
sess_002785_a0,sess_002785,139,2026-06-01T15:15:08,2021.32,5,travel,merchant_017,1,18479.47,3,2047.82,0.987,0,4,111,0,15,sess_002785_0,quantity_manipulation,1
sess_002785_a1,sess_002785,139,2026-06-01T15:23:14,28345.19,1,books,merchant_021,1,18479.47,3,2047.82,13.842,1,3,448,1,15,sess_002785_1,amount_manipulation,1
sess_002785_a2,sess_002785,139,2026-06-01T15:10:45,1746.83,1,books,merchant_017,1,18479.47,3,2047.82,0.853,1,3,412,2,15,sess_002785_0,replay,1
sess_002786_a0,sess_002786,139,2026-02-28T17:12:19,3177.09,1,books,merchant_047,0,18479.47,3,2047.82,1.551,1,2,386,0,17,sess_002786_0,legit,0
sess_002787_a0,sess_002787,139,2026-02-19T20:30:01,2438.76,1,books,merchant_041,0,18479.47,3,2047.82,1.191,1,5,171,0,20,sess_002787_0,legit,0
sess_002787_a1,sess_002787,139,2026-02-19T20:23:16,2904.07,1,books,merchant_049,0,18479.47,3,2047.82,1.418,1,3,347,1,20,sess_002787_1,legit,0
sess_002787_a2,sess_002787,139,2026-02-19T20:31:06,1689.55,1,books,merchant_014,0,18479.47,3,2047.82,0.825,1,4,254,0,20,sess_002787_2,merchant_substitution,1
sess_002787_a3,sess_002787,139,2026-02-19T20:47:48,2109.44,1,books,merchant_017,1,18479.47,3,2047.82,1.03,1,3,163,0,20,sess_002787_3,legit,0
sess_002788_a0,sess_002788,139,2026-06-27T08:14:14,1819.79,1,books,merchant_024,1,18479.47,3,2047.82,0.889,1,2,503,0,8,sess_002788_0,legit,0
sess_002788_a1,sess_002788,139,2026-06-27T08:18:44,1178.06,1,books,merchant_058,0,18479.47,3,2047.82,0.575,1,2,578,1,8,sess_002788_1,legit,0
sess_002788_a2,sess_002788,139,2026-06-27T08:32:15,3069.12,1,books,merchant_021,1,18479.47,3,2047.82,1.499,1,3,270,0,8,sess_002788_2,legit,0
sess_002788_a3,sess_002788,139,2026-06-27T08:17:36,1873.31,1,books,merchant_021,0,18479.47,3,2047.82,0.915,1,5,515,1,8,sess_002788_3,legit,0
sess_002789_a0,sess_002789,139,2026-03-27T13:15:26,2122.87,1,books,merchant_036,0,18479.47,3,2047.82,1.037,1,4,118,1,13,sess_002789_0,legit,0
sess_002790_a0,sess_002790,139,2026-07-02T10:25:19,2331.16,1,groceries,merchant_027,0,18479.47,3,2047.82,1.138,0,3,523,1,10,sess_002790_0,legit,0
sess_002791_a0,sess_002791,139,2026-03-06T23:52:16,3558.58,1,books,merchant_024,1,18479.47,3,2047.82,1.738,1,2,351,1,23,sess_002791_0,legit,0
sess_002792_a0,sess_002792,139,2026-03-01T16:44:41,2197.13,1,subscriptions,merchant_021,1,18479.47,3,2047.82,1.073,0,4,181,0,16,sess_002792_0,legit,0
sess_002792_a1,sess_002792,139,2026-03-01T16:47:06,850.14,1,books,merchant_017,1,18479.47,3,2047.82,0.415,1,5,341,1,16,sess_002792_1,legit,0
sess_002793_a0,sess_002793,139,2026-07-03T14:52:08,1380.9,1,books,merchant_036,0,18479.47,3,2047.82,0.674,1,2,203,0,14,sess_002793_0,merchant_substitution,1
sess_002793_a1,sess_002793,139,2026-07-03T15:09:50,28355.85,1,books,merchant_024,1,18479.47,3,2047.82,13.847,1,5,159,1,15,sess_002793_1,amount_manipulation,1
sess_002793_a2,sess_002793,139,2026-07-03T14:57:12,1861.26,6,books,merchant_024,1,18479.47,3,2047.82,0.909,1,5,97,0,14,sess_002793_2,quantity_manipulation,1
sess_002794_a0,sess_002794,139,2026-06-26T10:32:14,2238.5,1,books,merchant_001,0,18479.47,3,2047.82,1.093,1,4,128,0,10,sess_002794_0,legit,0
sess_002795_a0,sess_002795,139,2026-04-10T16:27:57,2388.66,1,books,merchant_021,1,18479.47,3,2047.82,1.166,1,4,381,1,16,sess_002795_0,legit,0
sess_002795_a1,sess_002795,139,2026-04-10T16:24:34,1643.32,1,electronics,merchant_021,1,18479.47,3,2047.82,0.802,0,5,107,1,16,sess_002795_1,legit,0
sess_002795_a2,sess_002795,139,2026-04-10T16:36:00,719.05,1,books,merchant_024,1,18479.47,3,2047.82,0.351,1,2,97,1,16,sess_002795_2,legit,0
sess_002795_a3,sess_002795,139,2026-04-10T16:54:44,26869.51,1,books,merchant_021,1,18479.47,3,2047.82,13.121,1,5,366,0,16,sess_002795_3,amount_manipulation,1
sess_002796_a0,sess_002796,139,2026-01-22T15:03:37,1766.03,1,books,merchant_017,1,18479.47,3,2047.82,0.862,1,4,59,0,15,sess_002796_0,legit,0
sess_002796_a1,sess_002796,139,2026-01-22T15:06:20,1928.92,1,electronics,merchant_024,1,18479.47,3,2047.82,0.942,0,3,272,1,15,sess_002796_1,legit,0
sess_002796_a2,sess_002796,139,2026-01-22T15:29:00,2191.98,1,books,merchant_017,1,18479.47,3,2047.82,1.07,1,3,470,1,15,sess_002796_2,legit,0
sess_002796_a3,sess_002796,139,2026-01-22T15:17:08,333.56,1,books,merchant_021,1,18479.47,3,2047.82,0.163,1,2,447,0,15,sess_002796_3,legit,0
sess_002797_a0,sess_002797,139,2026-01-16T20:43:55,1840.28,1,books,merchant_021,1,18479.47,3,2047.82,0.899,1,4,198,0,20,sess_002797_0,legit,0
sess_002798_a0,sess_002798,139,2026-04-18T11:31:20,3112.79,1,books,merchant_021,1,18479.47,3,2047.82,1.52,1,4,389,1,11,sess_002798_0,legit,0
sess_002799_a0,sess_002799,139,2026-03-31T11:46:19,2824.25,1,books,merchant_020,0,18479.47,3,2047.82,1.379,1,8,36,0,11,sess_002799_0,velocity_abuse,1
sess_002799_a1,sess_002799,139,2026-03-31T11:47:50,1861.54,7,travel,merchant_045,0,18479.47,3,2047.82,0.909,0,2,518,1,11,sess_002799_1,quantity_manipulation,1
sess_002799_a2,sess_002799,139,2026-03-31T11:55:36,25967.21,1,books,merchant_024,1,18479.47,3,2047.82,12.68,1,4,562,1,11,sess_002799_2,amount_manipulation,1
sess_002799_a3,sess_002799,139,2026-03-31T11:53:04,23630.08,1,books,merchant_024,1,18479.47,3,2047.82,11.539,1,3,130,1,11,sess_002799_3,amount_manipulation,1
sess_002799_a4,sess_002799,139,2026-03-31T11:54:30,3140.2,1,travel,merchant_030,0,18479.47,3,2047.82,1.533,0,5,454,2,11,sess_002799_0,replay,1
sess_002800_a0,sess_002800,139,2026-02-16T03:30:07,1565.88,1,books,merchant_021,1,18479.47,3,2047.82,0.765,1,3,591,0,3,sess_002800_0,legit,0
sess_002800_a1,sess_002800,139,2026-02-16T03:42:06,3669.81,1,books,merchant_017,1,18479.47,3,2047.82,1.792,1,2,370,0,3,sess_002800_1,legit,0
sess_002800_a2,sess_002800,139,2026-02-16T03:54:30,1727.31,1,books,merchant_022,0,18479.47,3,2047.82,0.843,1,3,534,1,3,sess_002800_2,legit,0
sess_002800_a3,sess_002800,139,2026-02-16T03:43:48,2852.72,1,books,merchant_024,1,18479.47,3,2047.82,1.393,1,3,412,0,3,sess_002800_3,legit,0
sess_002800_a4,sess_002800,139,2026-02-16T03:59:50,495.6,1,books,merchant_021,1,18479.47,3,2047.82,0.242,1,5,450,1,3,sess_002800_4,legit,0
sess_002801_a0,sess_002801,140,2026-07-08T00:16:18,1684.95,1,fashion,merchant_002,1,5706.62,3,1438.05,1.172,1,3,109,0,0,sess_002801_0,legit,0
sess_002801_a1,sess_002801,140,2026-07-08T00:16:26,1151.82,1,fashion,merchant_019,1,5706.62,3,1438.05,0.801,1,5,424,0,0,sess_002801_1,legit,0
sess_002801_a2,sess_002801,140,2026-07-08T00:41:24,1420.21,1,fashion,merchant_019,1,5706.62,3,1438.05,0.988,1,2,421,0,0,sess_002801_2,legit,0
sess_002801_a3,sess_002801,140,2026-07-08T00:27:00,1445.11,1,fashion,merchant_027,1,5706.62,3,1438.05,1.005,1,3,71,1,0,sess_002801_3,legit,0
sess_002802_a0,sess_002802,140,2026-02-10T01:10:32,11046.52,1,groceries,merchant_038,0,5706.62,3,1438.05,7.682,0,4,590,0,1,sess_002802_0,amount_manipulation,1
sess_002802_a1,sess_002802,140,2026-02-10T01:20:28,1899.78,1,fashion,merchant_002,1,5706.62,3,1438.05,1.321,1,3,415,1,1,sess_002802_1,legit,0
sess_002802_a2,sess_002802,140,2026-02-10T01:07:12,1775.08,1,fashion,merchant_027,1,5706.62,3,1438.05,1.234,1,2,569,0,1,sess_002802_2,legit,0
sess_002802_a3,sess_002802,140,2026-02-10T01:13:44,1669.18,1,fashion,merchant_019,1,5706.62,3,1438.05,1.161,1,2,303,0,1,sess_002802_3,legit,0
sess_002803_a0,sess_002803,140,2026-05-13T01:05:42,1468.79,1,books,merchant_020,0,5706.62,3,1438.05,1.021,0,4,436,1,1,sess_002803_0,legit,0
sess_002803_a1,sess_002803,140,2026-05-13T01:12:26,1748.45,1,fashion,merchant_007,0,5706.62,3,1438.05,1.216,1,2,151,0,1,sess_002803_1,merchant_substitution,1
sess_002803_a2,sess_002803,140,2026-05-13T01:08:57,1309.29,1,fashion,merchant_019,1,5706.62,3,1438.05,0.91,1,4,380,0,1,sess_002803_2,legit,0
sess_002803_a3,sess_002803,140,2026-05-13T01:23:36,1992.98,1,books,merchant_027,1,5706.62,3,1438.05,1.386,0,3,588,1,1,sess_002803_3,legit,0
sess_002804_a0,sess_002804,140,2026-04-01T22:30:32,1961.86,1,fashion,merchant_027,1,5706.62,3,1438.05,1.364,1,3,304,1,22,sess_002804_0,legit,0
sess_002804_a1,sess_002804,140,2026-04-01T22:34:24,1756.64,1,fashion,merchant_026,0,5706.62,3,1438.05,1.222,1,4,562,1,22,sess_002804_1,legit,0
sess_002804_a2,sess_002804,140,2026-04-01T22:29:33,2546.15,1,fashion,merchant_002,1,5706.62,3,1438.05,1.771,1,4,465,0,22,sess_002804_2,legit,0
sess_002804_a3,sess_002804,140,2026-04-01T22:30:12,1890.26,1,fashion,merchant_002,1,5706.62,3,1438.05,1.314,1,5,560,0,22,sess_002804_3,legit,0
sess_002805_a0,sess_002805,140,2026-07-02T17:41:00,1674.86,1,fashion,merchant_042,0,5706.62,3,1438.05,1.165,1,5,554,1,17,sess_002805_0,legit,0
sess_002805_a1,sess_002805,140,2026-07-02T17:35:36,1842.47,1,fashion,merchant_032,0,5706.62,3,1438.05,1.281,1,3,179,1,17,sess_002805_1,legit,0
sess_002805_a2,sess_002805,140,2026-07-02T17:36:36,2264.74,1,groceries,merchant_019,1,5706.62,3,1438.05,1.575,0,3,360,0,17,sess_002805_2,legit,0
sess_002806_a0,sess_002806,140,2026-01-04T10:10:53,425.57,1,fashion,merchant_002,1,5706.62,3,1438.05,0.296,1,3,492,1,10,sess_002806_0,replay,1
sess_002806_a1,sess_002806,140,2026-01-04T10:08:10,10183.01,1,fashion,merchant_027,0,5706.62,3,1438.05,7.081,1,2,296,1,10,sess_002806_1,amount_manipulation,1
sess_002806_a2,sess_002806,140,2026-01-04T10:05:36,1969.88,6,books,merchant_027,1,5706.62,3,1438.05,1.37,0,4,79,1,10,sess_002806_2,quantity_manipulation,1
sess_002807_a0,sess_002807,140,2026-01-24T23:59:48,2612.46,1,subscriptions,merchant_027,1,5706.62,3,1438.05,1.817,0,2,560,1,23,sess_002807_0,legit,0
sess_002808_a0,sess_002808,140,2026-07-15T01:30:11,914.1,1,fashion,merchant_002,1,5706.62,3,1438.05,0.636,1,2,123,1,1,sess_002808_0,legit,0
sess_002809_a0,sess_002809,140,2026-03-20T00:06:32,1896.86,1,fashion,merchant_051,0,5706.62,3,1438.05,1.319,1,5,75,0,0,sess_002809_0,legit,0
sess_002809_a1,sess_002809,140,2026-03-20T00:06:00,1963.21,1,fashion,merchant_029,0,5706.62,3,1438.05,1.365,1,4,296,0,0,sess_002809_1,legit,0
sess_002809_a2,sess_002809,140,2026-03-20T00:09:18,1603.31,1,fashion,merchant_027,1,5706.62,3,1438.05,1.115,1,4,500,1,0,sess_002809_2,legit,0
sess_002809_a3,sess_002809,140,2026-03-20T00:16:48,1467.54,1,books,merchant_054,0,5706.62,3,1438.05,1.021,0,4,172,1,0,sess_002809_3,legit,0
sess_002810_a0,sess_002810,140,2026-04-21T18:17:20,1176.45,1,fashion,merchant_019,1,5706.62,3,1438.05,0.818,1,3,159,1,18,sess_002810_0,replay,1
sess_002810_a1,sess_002810,140,2026-04-21T18:09:22,1901.27,1,fashion,merchant_002,1,5706.62,3,1438.05,1.322,1,10,7,1,18,sess_002810_1,velocity_abuse,1
sess_002810_a2,sess_002810,140,2026-04-21T18:21:21,1468.35,1,fashion,merchant_012,0,5706.62,3,1438.05,1.021,1,5,493,0,18,sess_002810_2,merchant_substitution,1
sess_002810_a3,sess_002810,140,2026-04-21T18:23:28,8835.16,1,fashion,merchant_006,0,5706.62,3,1438.05,6.144,1,2,575,1,18,sess_002810_3,amount_manipulation,1
sess_002810_a4,sess_002810,140,2026-04-21T18:37:10,1756.49,1,fashion,merchant_007,0,5706.62,3,1438.05,1.221,1,4,400,1,18,sess_002810_4,merchant_substitution,1
sess_002811_a0,sess_002811,140,2026-05-18T00:22:48,1450.12,1,fashion,merchant_027,0,5706.62,3,1438.05,1.008,1,4,231,0,0,sess_002811_0,legit,0
sess_002812_a0,sess_002812,140,2026-05-13T16:04:35,1888.44,1,books,merchant_001,0,5706.62,3,1438.05,1.313,0,2,331,0,16,sess_002812_0,legit,0
sess_002812_a1,sess_002812,140,2026-05-13T16:06:42,1211.5,1,fashion,merchant_037,0,5706.62,3,1438.05,0.842,1,3,542,1,16,sess_002812_1,legit,0
sess_002813_a0,sess_002813,140,2026-02-17T18:43:52,1511.8,1,fashion,merchant_027,1,5706.62,3,1438.05,1.051,1,3,481,0,18,sess_002813_0,legit,0
sess_002813_a1,sess_002813,140,2026-02-17T18:34:42,1393.37,1,fashion,merchant_027,1,5706.62,3,1438.05,0.969,1,3,524,1,18,sess_002813_1,legit,0
sess_002813_a2,sess_002813,140,2026-02-17T18:36:03,1882.43,1,fashion,merchant_027,1,5706.62,3,1438.05,1.309,1,5,187,1,18,sess_002813_2,legit,0
sess_002814_a0,sess_002814,140,2026-06-21T09:21:04,1419.76,1,travel,merchant_002,1,5706.62,3,1438.05,0.987,0,4,177,1,9,sess_002814_0,legit,0
sess_002814_a1,sess_002814,140,2026-06-21T09:37:24,1646.32,1,fashion,merchant_027,1,5706.62,3,1438.05,1.145,1,4,154,1,9,sess_002814_1,legit,0
sess_002815_a0,sess_002815,140,2026-04-30T05:45:41,1068.44,1,groceries,merchant_059,0,5706.62,3,1438.05,0.743,0,3,284,1,5,sess_002815_0,merchant_substitution,1
sess_002815_a1,sess_002815,140,2026-04-30T05:37:50,2019.63,1,fashion,merchant_002,1,5706.62,3,1438.05,1.404,1,5,33,1,5,sess_002815_1,legit,0
sess_002815_a2,sess_002815,140,2026-04-30T05:37:48,1383.25,1,fashion,merchant_002,1,5706.62,3,1438.05,0.962,1,5,403,0,5,sess_002815_2,legit,0
sess_002816_a0,sess_002816,140,2026-03-08T00:14:58,2162.33,1,fashion,merchant_002,1,5706.62,3,1438.05,1.504,1,4,479,0,0,sess_002816_0,legit,0
sess_002816_a1,sess_002816,140,2026-03-08T00:11:46,1758.79,1,travel,merchant_002,1,5706.62,3,1438.05,1.223,0,2,554,0,0,sess_002816_1,legit,0
sess_002816_a2,sess_002816,140,2026-03-08T00:19:03,2008.09,1,travel,merchant_019,1,5706.62,3,1438.05,1.396,0,5,231,1,0,sess_002816_2,legit,0
sess_002816_a3,sess_002816,140,2026-03-08T00:14:32,1647.77,1,subscriptions,merchant_007,0,5706.62,3,1438.05,1.146,0,4,56,0,0,sess_002816_3,legit,0
sess_002816_a4,sess_002816,140,2026-03-08T00:26:10,1592.74,1,fashion,merchant_002,1,5706.62,3,1438.05,1.108,1,4,456,0,0,sess_002816_4,legit,0
sess_002817_a0,sess_002817,140,2026-04-06T18:16:24,1637.1,1,fashion,merchant_002,1,5706.62,3,1438.05,1.138,1,3,85,1,18,sess_002817_0,legit,0
sess_002817_a1,sess_002817,140,2026-04-06T18:27:38,2163.32,1,fashion,merchant_019,1,5706.62,3,1438.05,1.504,1,4,559,0,18,sess_002817_1,legit,0
sess_002817_a2,sess_002817,140,2026-04-06T18:16:24,1734.64,1,fashion,merchant_002,1,5706.62,3,1438.05,1.206,1,2,384,0,18,sess_002817_2,legit,0
sess_002817_a3,sess_002817,140,2026-04-06T18:50:00,1761.23,1,fashion,merchant_027,1,5706.62,3,1438.05,1.225,1,4,504,1,18,sess_002817_3,legit,0
sess_002817_a4,sess_002817,140,2026-04-06T18:18:00,1108.65,1,fashion,merchant_001,0,5706.62,3,1438.05,0.771,1,3,592,0,18,sess_002817_4,legit,0
sess_002818_a0,sess_002818,140,2026-06-15T17:08:46,7335.95,1,fashion,merchant_027,1,5706.62,3,1438.05,5.101,1,2,407,1,17,sess_002818_0,amount_manipulation,1
sess_002819_a0,sess_002819,140,2026-02-17T07:34:45,1550.74,1,fashion,merchant_002,0,5706.62,3,1438.05,1.078,1,4,110,1,7,sess_002819_0,legit,0
sess_002819_a1,sess_002819,140,2026-02-17T07:39:02,1969.62,1,books,merchant_027,1,5706.62,3,1438.05,1.37,0,4,177,0,7,sess_002819_1,legit,0
